x,true_y,y,linear_y,polynomial_y,linear_residuals
0.0,30.0,31.230029185865824,21.742542597694115,0.35701783789351893,9.48748658817171
1.0101010101010102,28.654603323305498,28.43644742276262,21.56183313597149,-2.0212011529216802,6.874614286791129
2.0202020202020203,27.37364323780608,31.066529451373015,21.38112367424887,4.171072197201955,9.685405777124146
3.0303030303030303,26.15572223613546,21.23462030288777,21.200414212526244,-3.377807186570493,0.034206090361525554
4.040404040404041,24.999442810927352,24.53039804299442,21.01970475080362,0.509317609762789,3.510693292190801
5.050505050505051,23.903407454815472,23.4881141807551,20.838995289080994,-0.7395759314344055,2.6491188916741066
6.0606060606060606,22.866218660433535,26.551309855050768,20.658285827358373,2.2338691311942753,5.893024027692395
7.070707070707071,21.88647892041525,23.302901166712306,20.47757636563575,-0.5018711589606148,2.825324801076558
8.080808080808081,20.96279072739434,21.539640259159025,20.296866903913124,-1.1096403755197137,1.2427733552459017
9.090909090909092,20.09375657400451,21.83828966821952,20.1161574421905,0.7448420027169398,1.7221322260290215
10.101010101010102,19.277978952879472,17.451109621387616,19.935447980467877,-2.0205345127094176,-2.4843383590802617
11.111111111111112,18.514060356652948,21.507464728323985,19.754738518745253,3.442990774800627,1.7527262095787322
12.121212121212121,17.800603277958647,15.550300583141594,19.574029057022628,-1.4725533002789764,-4.023728473881034
13.131313131313131,17.13621020943029,15.998724615755908,19.393319595300007,-0.3579814152271119,-3.394594979544099
14.141414141414142,16.519483643701577,15.49136859022452,19.212610133577382,-0.4773130247857367,-3.7212415433528623
15.151515151515152,15.949026073406237,15.888972042922191,19.031900671854757,0.17957801313645305,-3.142928628932566
16.161616161616163,15.423439991177975,15.818624632586882,18.851191210132132,0.3852760166728899,-3.03256657754525
17.171717171717173,14.941327889650506,16.557606517591765,18.670481748409507,1.516636366749978,-2.1128752308177425
18.181818181818183,14.50129226145755,12.424538159331947,18.489772286686886,-2.0749005237681413,-6.065234127354939
19.191919191919194,14.10193559923281,14.499178671201527,18.30906282496426,0.6574247924260561,-3.8098841537627344
20.202020202020204,13.741860395610011,13.06879330918812,18.128353363241636,-0.07972125121263574,-5.059560054053517
21.212121212121215,13.419669143222858,12.21969970216265,17.947643901519015,-0.30014727167717936,-5.727944199356365
22.222222222222225,13.133964334705073,11.754230125343803,17.76693443979639,-0.29149493774451685,-6.012704314452588
