X1,y1,X2,y2,X3,y3,X4,y4
-0.2355932481925318,-0.0464001881203645,-0.2489830965538319,0.12983566528666401,0.1963107934535349,0.0197890706814777,0.5052585732026429,0.4714839483221195
0.14244823555564934,-0.09199252743630416,-0.10660671089915666,0.1096178597185008,0.18814856861293267,0.11627507583074995,-0.15318568216396244,0.22668154183103417
0.004384823786623539,-0.12151301331628511,-0.18402215683572656,-0.05185009923166334,0.32938925263268576,0.35465785883661227,-0.04883262982099529,0.20765201231488722
0.03270436343284199,-0.055445678999603155,-0.18347260326443793,0.2571074032611932,0.2785993112883567,0.33415632988865507,0.39831383580839547,0.3542098545933676
-0.1688925835638358,-0.026938359369623258,0.06773741560382214,-0.0964343547912625,0.256033562917353,0.1762133396023841,0.1504489307270504,0.4013837303391057
0.04802062795181771,-0.12275610260382658,0.4330583359017848,0.28632775650441405,0.2690503411152685,0.12636828737833125,0.06864273619127831,0.6202342326117369
-0.056310222530691456,-0.10183990763416476,-0.06527411948115487,0.04946336756722558,0.26293647535657144,0.14380871542162674,-0.30850286321844445,0.24147132662173396
-0.017954910507438693,-0.07271896130498129,0.18191838464061363,0.2139639742371114,0.2713354890592604,0.2116881445552374,-0.044374770356602034,0.3642771002308927
-0.038894125554124886,-0.07744923890389199,0.23753023153164426,-0.2215349549308703,0.30626234233510274,0.3648265726918954,0.17915137442843043,0.044508425980960886
-0.11980788804244391,0.04873561487934227,-0.08313460048860019,-0.2815370719841848,0.288543133861328,0.17155459338120158,0.36494746722922544,0.496368044103927
-0.11931061369303486,0.05530641185649809,-0.0032489170919613175,0.10482807420966496,0.33511705482012666,0.3363272224517763,0.40040434726166313,0.19031835036987252
0.14569617886475314,-0.16735630281381497,-0.08973892513174885,-0.20912300882921994,0.06598882085447463,0.3258356490266932,0.5400273026033481,-0.0659281939120343
0.04716528772546223,-0.10745854058811331,-0.22391437018061694,-0.3466874617608053,0.21566053711511685,0.25972894704128147,-0.2133123723065064,0.33602535733646854
0.1658087057381695,-0.049501820975746,0.12795021583398386,0.082268300446048,0.45480981355138417,0.308243580923375,-0.1438838760033666,0.897230847792876
0.061008223846754174,0.12906763116130424,0.1383047123131348,-0.004662771553535691,0.3426764449688806,0.18153497862728818,-0.22483851016487993,0.07603665910009397
-0.06836465162242579,0.0564381865226978,-0.10682046755901962,-0.1125937323046881,0.33874438174657456,0.3372822301150282,0.5752280976979887,0.15451403079572076
-0.08190719876880867,0.01351193385676401,-0.11198220337298015,0.4078910450684879,0.23482777488320206,0.3104838653722501,0.6705519585837256,0.42656199527202954
0.11250837901828968,-0.0828104949568187,-0.1578676888918948,0.051168296681918565,0.17873567252197103,0.296581803507327,0.5058378886713065,-0.12594933793806118
-0.0942765110642797,0.04679470631792883,-0.07961135968286412,-0.35184942913324363,0.3656982153577133,0.1568994217554866,-0.09233280800286198,0.15537010947668634
0.000909654015777265,0.040904645196112935,0.23611344657052338,0.34010069917765534,0.31982353385604156,0.19592570491164213,0.782359115407229,0.5500800673286241
