,x,y
0,0.6641327329009119,0.6205403388964199
1,1.574594473048845,0.8433340324253286
2,1.1843965844140165,0.5403817613304633
3,1.1843965844140165,0.5368453534966711
4,0.9242646586574642,0.5557061952768962
5,2.4330298280454676,1.6071981245244442
6,3.0053200647098826,1.6225225584708771
7,2.8752541018316062,1.5730128487977861
8,3.135386027588159,1.7062175438706257
9,2.2249242874402255,1.028406042393787
10,1.7046604359271211,0.6900896929609999
11,1.4445285101705687,0.7443146130791469
12,1.1843965844140165,0.9234926099912851
13,3.135386027588159,0.12780084738803976
14,-0.24632900724702114,-0.7138642170545042
15,-0.24632900724702114,-0.17043621326176925
16,-0.19430262209571067,-0.2399855673263492
17,-0.5064609330035734,-0.4604216556327298
18,-0.42842135527660774,-0.9991344489804085
19,-1.5209754434541274,-1.3468812193033084
20,-0.45443454785226295,-0.3602234336752841
21,-0.37639497012529727,-0.6454936656011884
22,-0.24632900724702114,-0.710327809220712
23,0.221908459114773,-0.8765389774089455
24,-0.37639497012529727,-0.3885146963456217
25,2.8752541018316062,1.9301900400107985
26,2.485056213196778,1.6484562159186866
27,2.7451881389533304,1.655529031586271
28,2.3029638651671913,2.0681099455286946
29,-0.42842135527660774,-0.9991344489804085
30,-0.37639497012529727,-0.8411748990710235
31,-0.24632900724702114,-0.8836117930765299
32,-0.11626304436874499,-0.4050179329033186
33,0.013802918509531165,0.5439181691642555
34,-0.11626304436874499,0.4142498819252081
35,-0.42842135527660774,0.3824222114210783
36,-0.11626304436874499,0.3659189748633814
37,1.574594473048845,1.4515961798375874
38,1.8347263988053972,1.7521908457099244
39,1.262436162140982,1.3867620362180637
40,1.1843965844140165,1.3183914847647478
41,1.9647923616836733,2.3309829278405814
42,1.7046604359271211,2.0846131820863913
43,1.8347263988053972,2.549061410924434
44,0.14386888138780732,-0.01837067640870457
45,-0.8446324364870914,-0.6714273230489979
46,-0.11626304436874499,0.35884615919579693
47,-0.42842135527660774,0.19027738578503534
48,-0.4804477404279182,-0.8930422139666425
49,-0.37639497012529727,-1.007386067259257
50,-0.8966588216384018,-1.0651473952111963
51,-0.7405796661844705,-1.0757566187125729
52,-1.026724784516678,-1.4199669812016806
53,-0.9226720142140571,-1.6085753990039313
54,-1.1567907473949541,-1.3480600219145724
55,-0.8966588216384018,-1.2054249059516202
56,-0.24632900724702114,-0.8246716625133266
57,-0.6365268958818496,-1.003849659425465
58,-1.3128699028488855,-0.8529629251836642
59,-0.37639497012529727,-0.6714273230489979
60,-0.4804477404279182,-0.8859693982990581
61,1.574594473048845,1.5282183495697517
62,1.8347263988053972,1.6590654394200632
63,1.1843965844140165,1.3643647866040463
64,1.262436162140982,1.357291970936462
65,1.1843965844140165,0.8185791775887832
66,2.69316175380202,1.9514084870135517
67,1.3144625472922926,1.796985344937959
68,1.4445285101705687,1.7427604248198119
69,2.2249242874402255,1.7026811360368337
70,-0.19430262209571067,-0.7633739267275951
