x,y,label
-0.48616160549132587,0.2612240493570487,0
0.3696073970006275,1.0426862320420764,0
-2.6467267614832846,-1.7655626389844745,0
-0.48121577010629707,-1.6347132310438746,0
1.5166891709766062,-0.7604510251410128,0
-0.06542295473823456,-0.847037427390371,0
1.8381565255630143,1.9608093815508745,0
1.3211474548145619,0.2591933318398243,0
-0.06485865345576473,0.023862430920476328,0
0.5809546791547998,-0.2555984339611634,0
-0.4574859593144465,0.7648023444067981,0
-1.1262328055436368,-0.41431786222028405,0
-2.776998409002112,-0.991602849569846,0
-1.289863123604462,-1.1920687155447593,0
-0.0653619859034997,-0.505611986083419,0
-1.36895957099474,-0.8953834334518638,0
0.3358528469828631,0.7005572307646819,0
-0.48890739298318,-1.1438038892470352,0
-0.6437327819195877,-0.5257097163958341,0
-2.350658254384808,0.17606891769247268,0
1.3590014377011268,1.051622466070957,1
-0.6814350730549836,-2.2880141820333666,1
0.3521729699236944,2.2749550655210498,1
0.9045328446140708,-0.3816784494172004,1
-1.0752438868131209,1.8180033924505397,1
-1.3090547193706836,-0.05084228921158554,1
-0.3985320769518317,-2.660752341745528,1
0.5476788340765817,-0.3699233113490129,1
0.5969878664475499,1.8482800884632515,1
1.550477387348345,0.20941043609194732,1
1.3865490577524526,-0.5253568633669861,1
1.0839994564204156,-0.4074842485725968,1
-2.2658516822376793,-0.5352683322956612,1
0.6210935983170084,-1.4597416851190508,1
1.1997149778866683,0.7217310064782536,1
0.5970858772619441,0.1314562829984986,1
0.49138317894575945,-0.06557941610283885,1
-1.558511053567303,-1.3792789536186554,1
-1.4136878146771363,1.0602023630330542,1
1.6669984907218462,-1.120262366749125,1
