x,y,label
-0.7202294007222007,0.2531329767792368,0
0.5286148055409278,-0.7072500209133643,0
-1.13376039430484,1.2356619543680223,0
-0.743203755420234,-1.1841164828834918,0
0.37298829782553083,1.162162377003633,0
0.5589666444788277,1.1189639971717589,0
-0.44640651730206016,0.725502563151244,0
0.9345185229490268,0.0032846057092721153,0
0.35879997101380073,-0.09352541136638168,0
-1.2253378752616937,-0.6346462203076314,0
-0.19168164116323935,-1.052185031629141,0
0.6445892651286758,0.2929356639697899,0
-0.2049591241800225,-0.3991792862483809,0
1.832141792314622,2.3340753613376313,0
0.4745829022884026,0.3361578042889196,0
-0.4104233400321162,1.9552633525721415,0
0.7049988153714124,-1.1887586378495154,0
1.9208584065648153,0.452636444134929,0
1.5125862688134564,-2.2703005093907325,0
1.9835578407498844,-0.6258786790336238,0
0.8139696560203766,1.6439269616541874,1
-0.5181935134312191,-0.5554045144312301,1
1.4216772044048986,0.3457605659884082,1
-1.852059203924052,0.4200652664405131,1
0.05540187307411249,0.004390702734030163,1
-0.4164676922651404,-0.929329641675826,1
-0.8583246129987097,0.014097256476032022,1
1.8704647173238815,0.7424105574949669,1
0.3578561617088168,0.13701205629871524,1
-0.232919324418853,-0.49404069887850105,1
0.9746233313124815,-1.5159654926874584,1
0.5465925739813126,-0.9183702366301025,1
0.7389579828591882,1.1640580813306411,1
1.3354919043294995,1.1713440371570123,1
2.2156633007277735,0.2656185196044887,1
0.5233347164275988,0.42466478684093184,1
-0.2262931381346096,0.06207087602820757,1
-1.5699089192300206,-2.0869170460520876,1
-0.908939041385012,0.29752893266517266,1
-1.178550304715321,0.7649067935483665,1
