x,y,column,type,level,p,b,significant
0,1.9322503270336997,30020,continuous,,0.011688254866316807,0.10751220663382655,False
1,0.12344315867467077,30510,continuous,,0.7525872238401976,-0.010973923631770476,False
2,2.1980840447172647,30070,continuous,,0.0063374705658715775,-0.09012922515214412,False
3,2.561545194427246,30880,continuous,,0.002744446730473523,0.12108496131453271,False
4,1.2262318505681042,30650,continuous,,0.059397497705398115,0.06404868824407459,False
5,2.027086424789477,30620,continuous,,0.009395363238257926,0.09002200409429574,False
6,0.02339603100177633,30800,continuous,,0.9475539993795353,0.00513335645943748,False
7,0.3127589517985549,30190,continuous,,0.4866772531620296,0.023568950198890246,False
8,0.27857413742090925,30180,continuous,,0.5265333239182287,-0.021051385848851016,False
9,1.0229740448312938,30300,continuous,,0.09484751462610669,0.05587869840784328,False
10,0.9562032997412819,30110,continuous,,0.1106105878065491,-0.053084267994251234,False
11,0.5694152407021811,30220,continuous,,0.2695161283512799,0.03645669169900439,False
12,6.098335383358735,30750,continuous,,7.973786747784071e-07,0.16903662710868336,True
13,0.928712175044939,30790,continuous,,0.11783866804871633,-0.057747366705428634,False
14,1.4139597378743125,30000,continuous,,0.03855140958530376,0.06819366248037105,False
15,0.07361081632920762,30240,continuous,,0.844090832811215,0.006536660360296987,False
16,0.3288802628751204,30820,continuous,,0.46894265412037484,-0.08297464307352187,False
17,0.2467186429078866,30060,continuous,,0.5666062452482375,0.018967138251081393,False
18,10.496443980850476,30740,continuous,,3.1882768013591216e-11,0.23053449178801053,True
19,0.032254628111028784,30260,continuous,,0.9284218907355355,-0.002988873531526072,False
20,1.8886863054263834,30870,continuous,,0.012921522691190327,0.0853908124976963,False
21,0.1579771315174241,30670,continuous,,0.6950609161886696,-0.01360783687061534,False
22,1.8669807747898006,30680,continuous,,0.013583735773063411,0.0857448385327993,False
23,0.8364323301614549,30890,continuous,,0.145736276683785,-0.04939472924327472,False
24,3.1389640905514606,30080,continuous,,0.0007261659976695815,0.11439256132337279,False
25,1.4237964250043884,30130,continuous,,0.037688041981104065,0.07029658459595557,False
26,10.235114416863349,30770,continuous,,5.8194988022109425e-11,-0.22595859896387643,True
27,0.7664562864050101,30150,continuous,,0.17121575039974057,0.045365470068757956,False
28,1.073761159211153,30720,continuous,,0.08437986783151902,-0.06307416321743615,False
29,4.476302276354717,30040,continuous,,3.339625155173659e-05,0.1376195697764657,True
30,0.18587251761888535,30210,continuous,,0.6518197005043798,0.014967524666174958,False
31,0.3900091956456738,30780,continuous,,0.4073716521245663,0.027757732564130992,False
32,0.6092316279846519,30830,continuous,,0.24590557338224284,-0.045590228474833266,False
33,0.4957735806936074,30860,continuous,,0.31932021962810264,0.03464599248008839,False
34,0.015186347688521852,30100,continuous,,0.9656364534343195,0.0014219290530862044,False
35,0.2786186610359476,30230,continuous,,0.5264793467982167,-0.02091291752570111,False
36,0.1101508403871466,30520,continuous,,0.775977555100944,-0.009485252404874498,False
37,3.41483047372217,30730,continuous,,0.0003847419362442316,0.12047621359959099,False
38,0.03647395614387253,30170,continuous,,0.9194456106443298,-0.0033395877302468653,False
39,1.148732527542813,30280,continuous,,0.07100149159668695,0.0600229802572994,False
40,0.032862928047470374,30660,continuous,,0.927122395423213,0.0033263556767064006,False
41,0.3199776726065604,30600,continuous,,0.478654699674413,0.02494346425702265,False
42,0.5552131343899742,30700,continuous,,0.2784754187069787,-0.045494861792008234,False
43,0.07229133986276103,30850,continuous,,0.8466592550782555,0.015831720412656278,False
44,0.14681348500025385,30500,continuous,,0.7131592424843307,0.022462106615491733,False
45,1.8984955343608778,30630,continuous,,0.012632940935798687,0.09478867040249944,False
46,0.5495710551075115,30640,continuous,,0.28211679728207995,0.03608049586361271,False
47,3.658378197342594,30050,continuous,,0.00021959467401650029,0.12274907876920796,False
48,0.15099351133512645,30530,continuous,,0.706328107222606,-0.012826518059664647,False
49,0.8707532951153525,30760,continuous,,0.1346625099318675,0.057666368867195165,False
50,0.7606624752750177,30270,continuous,,0.17351519982565433,0.04530024838622833,False
51,1.0790315871706189,30690,continuous,,0.08336205514011845,0.05857041425750702,False
52,0.5210252394663982,30120,continuous,,0.3012830925358593,0.034135723546251315,False
53,0.011952429498472809,30810,continuous,,0.9728537796040211,-0.001229722807520088,False
54,0.6281971875751464,30160,continuous,,0.23539802372752106,0.039175411290691145,False
55,0.054494944117372185,30250,continuous,,0.8820740708303781,0.00495568577459441,False
56,1.533100073504048,30030,continuous,,0.029302179638938212,0.0907268241007062,False
57,0.29088754086161794,30010,continuous,,0.5118143510377788,-0.025775935850440985,False
58,1.1719273155162435,30290,continuous,,0.06730892965695777,0.06084018785859978,False
59,1.4261827342314437,30610,continuous,,0.037481526137404055,0.07004389678293726,False
60,1.0588391630544935,30140,continuous,,0.08732947251345326,0.0563942442247958,False
61,1.0229515083578384,30710,continuous,,0.09485243659506135,0.055739505281051344,False
62,0.03752637320232595,30840,continuous,,0.9172202340849681,-0.003581026220299248,False
63,0.06847883985045283,30200,continuous,,0.8541244619492636,0.006070621617724046,False
