thresholds,test,sex,randomized_images,randomized_weights
0.0,0.4396385736037664,0.4396391209209816,0.4396385736037664,0.5333546636118128
0.01,0.4355636590403489,0.4368772196742193,0.4333865539156933,0.5308770695392302
0.02,0.4332047138509723,0.4353811364422053,0.4280537912030529,0.5287674819121142
0.03,0.43122313491870934,0.4334535925998233,0.42349524511336234,0.5268811995758858
0.04,0.42943288269001734,0.4313912512521301,0.4195372777023633,0.5250418549004222
0.05,0.42773284017191515,0.42935693133764274,0.41589581388917696,0.5234354207997162
0.06,0.42605194038436794,0.42738296877556453,0.412465668958217,0.5217809401698551
0.07,0.42437726503915374,0.42553840105744006,0.4084856502891364,0.5201514082248028
0.08,0.42274292696827404,0.42380067665044346,0.4036742821074324,0.518501854806283
0.09,0.42119416163054774,0.4219904778859848,0.39863327110358365,0.5167258946485005
0.1,0.41977699869556095,0.4201601206530101,0.3933963153397775,0.5150239986210737
0.11,0.4183525878259458,0.41826034337075996,0.38821755424281446,0.5134589986994356
0.12,0.4169449380318849,0.4163833160327221,0.3831201180712296,0.5118325918982575
0.13,0.4154671823610381,0.41437254808212526,0.37821564546934644,0.5101863591513496
0.14,0.413967788475919,0.412311199445555,0.37354714341809747,0.5086969680939171
0.15,0.4123242950876673,0.4100113970753945,0.3688460622138658,0.5070172282935347
0.16,0.41044685191616403,0.40754411604688423,0.3643197401025177,0.5052309047338733
0.17,0.40824694409257173,0.4050698686241707,0.3598463292513167,0.5033682907126471
0.18,0.4059622831924326,0.40247947895433106,0.3554502749266128,0.5013451935932768
0.19,0.4033407953122646,0.40010216582080305,0.3511666296157903,0.49912896317153166
0.2,0.400499153027073,0.3978337196478563,0.34677041970997674,0.49681257889310065
0.21,0.3974456233697403,0.395606915591951,0.3424485851164434,0.4943705239387262
0.22,0.39431590292561963,0.3932086386262625,0.3380257575778839,0.491836211726864
0.23,0.3910615319331022,0.3908276783169363,0.33338285248812427,0.48916536714353515
0.24,0.3875422010208902,0.3884049454411375,0.32835706960719924,0.4863363954226655
0.25,0.38406183660616744,0.38591103836254426,0.32308123425095286,0.4834573538727125
0.26,0.3805983506527125,0.3833933656299693,0.3174387041899338,0.4804339828966796
0.27,0.3772768951977801,0.3808831897938114,0.31159959783442387,0.4773890806776073
0.28,0.37406385974087575,0.3783952663153702,0.30574880578453345,0.47424924046161704
0.29,0.37086129982416477,0.37583648940016356,0.29979024650083214,0.4709663323112541
0.3,0.36768530203304856,0.37343056813081815,0.2936184386449679,0.4677243727705493
0.31,0.36445373385315244,0.37097870618983975,0.2874533491447178,0.4645133187197081
0.32,0.3613227046483326,0.3686648036419129,0.2812349085336407,0.4613591794295842
0.33,0.35819297097666714,0.3662883642812622,0.2750987825868172,0.45837136610756635
0.34,0.35519366306681494,0.3638984876642261,0.26898214835104234,0.4555902095057292
0.35000000000000003,0.35247622961034414,0.3614715917319798,0.2630168775660738,0.4529093596104331
0.36,0.34976024957647084,0.35897569656755385,0.2570396488278441,0.4503037443350196
0.37,0.3471813182517136,0.3564309729208476,0.2511028868791646,0.4478871572068686
0.38,0.3447619568873207,0.3538482996542193,0.24522090856365517,0.4453420938353701
0.39,0.3425423138763674,0.35124465244480174,0.2394879267277269,0.44276371532426373
0.4,0.34026327768032494,0.3484219485029514,0.2339086546311677,0.44014786989537485
0.41000000000000003,0.3379301772008171,0.3456185887386293,0.22833784483286426,0.43734222578414655
0.42,0.3356864817427327,0.3426015485295575,0.22289200398220277,0.43458955809246547
0.43,0.3334351150902017,0.339736942168758,0.2174288775968751,0.4319124493304687
0.44,0.33126167324587336,0.3369009932826609,0.21209414243730043,0.4290425087033767
0.45,0.3292261334936143,0.33404948940294676,0.2068261382701995,0.425875652586616
0.46,0.3272885202269136,0.3309565582269359,0.20139748294955256,0.4227655301764262
0.47000000000000003,0.32553492502788217,0.32794518567474906,0.19616464951051263,0.4193143024397932
0.48,0.32386018572996844,0.3248716699172393,0.19095474213468422,0.4159259923267238
0.49,0.32229362386217053,0.321684062767622,0.18570686550377863,0.41275516695256187
0.5,0.3207859037356589,0.318402884580651,0.18085768986160536,0.4098706908767633
0.51,0.31935814278709274,0.3149137082712948,0.1762169697199861,0.40705874115868923
0.52,0.31803545243704145,0.31135476838242837,0.1719076038248313,0.404490104771183
0.53,0.3166681222961682,0.3075430720769504,0.16788648418895236,0.4019508587967959
0.54,0.3153757924194255,0.30370247863085154,0.16389756134706543,0.39948700987068236
0.55,0.31413670512884445,0.2996887592086043,0.1598931151201725,0.39710756950981824
0.56,0.3129893198593893,0.2955100121653593,0.1557700871477581,0.3946793002915452
0.5700000000000001,0.3117249262076927,0.29123363936404334,0.15173531249880673,0.3924381495511246
0.58,0.3106791941411035,0.2866949881414684,0.14747973624540645,0.3903122469563735
0.59,0.3096825695593031,0.28210313852857194,0.14310334010137377,0.3879269102385695
0.6,0.3085649624130108,0.27741578845106574,0.13855190890457256,0.3852854694990183
0.61,0.30737881490442304,0.27267049975651414,0.1341852766125852,0.3823288119192456
0.62,0.3063261202714692,0.2677143466187332,0.1300914883565511,0.378857375012512
0.63,0.30525794164416997,0.262664842276543,0.12636514921785436,0.3753454423778933
0.64,0.30431133828148516,0.2577772237036947,0.12293805890956193,0.37167983923595643
0.65,0.30360150308921424,0.252666607243664,0.12007199565899328,0.3673602025204247
0.66,0.302951327405137,0.2473696580233479,0.11753475464092773,0.36269352765432855
0.67,0.3025398794577256,0.24213605952147968,0.11529964739560356,0.3582321965330983
0.68,0.3020587646727818,0.23648513437471672,0.11311489709597364,0.35350135877798544
0.6900000000000001,0.3018343926553672,0.23125,0.1110593220338983,0.34866018371048996
0.7000000000000001,0.30154762838674837,0.22596688005925614,0.10921334211472117,0.3439164093614355
0.71,0.30152418195063585,0.22067044377927672,0.10734574168928279,0.3394610080830785
0.72,0.3014677855379437,0.21523220879342125,0.10551284532249647,0.33488089625468465
0.73,0.3012835586115188,0.2097357474722085,0.1037286445199426,0.3304393943997724
0.74,0.30098201223042026,0.20423959835384017,0.10222820995905652,0.3262328140373423
0.75,0.3004505510383691,0.19888829048938864,0.10057271210708141,0.3224146417863695
0.76,0.30033545950654844,0.1936246730353042,0.09889556057769273,0.3183404444416822
0.77,0.30035789754230996,0.18826743322736011,0.09740571874583563,0.3146879904535844
0.78,0.3000813511758603,0.1832267309515102,0.09597199728331852,0.3110854973218523
0.79,0.29983580494670176,0.17779196747374182,0.09451640647397638,0.30745599704516074
0.8,0.29939056261442343,0.1728591014698196,0.09274285135693547,0.30429886189048494
0.81,0.2986881675827025,0.1676057474045652,0.09110811527072027,0.3011626811537314
0.8200000000000001,0.2976553544334204,0.16183253921678925,0.08946201771482956,0.29827469048842337
0.8300000000000001,0.29578952112966267,0.15615281095664604,0.0873968951018332,0.2952500449681713
0.84,0.29263245033112584,0.1505254228011603,0.0851075474796125,0.29248453603441926
0.85,0.28822724536150185,0.14431977815481728,0.08290369073030121,0.28934532599454066
0.86,0.2817384301430057,0.13793521349210694,0.0804631852193562,0.2854753216311962
0.87,0.2729798798432152,0.13105678186954525,0.0783292565351566,0.28126237041541646
0.88,0.26210023169686025,0.12458723295568569,0.076158940397351,0.2764902205731546
0.89,0.2492524168951294,0.11823505704519333,0.07376319154546947,0.27245914977286595
0.9,0.23432214985496141,0.11121996606644409,0.07138634995347819,0.2684551244760669
0.91,0.21622607775527702,0.10417844915135704,0.06839010210473184,0.2638596549380977
0.92,0.19680094138251875,0.09658748836954736,0.06508264462809918,0.2598493464844405
0.93,0.17571952430471394,0.08887620507126828,0.05899278325527573,0.2534466960727908
0.9400000000000001,0.15308412237972743,0.08097531607465382,0.05119223541860508,0.24397762585456806
0.9500000000000001,0.12810464670789776,0.07237699085983253,0.04320507908707788,0.23224593905222177
0.96,0.10341524820754201,0.060013135570029005,0.03617754912155875,0.21671359051330338
0.97,0.0714976374217795,0.04770766059146553,0.028077280937003995,0.19942821628340585
0.98,0.03480926057687045,0.0338788243664824,0.01688468064145367,0.1757094380430324
0.99,0.006020469596628537,0.015762684034809262,0.003174429423676865,0.1392348422701171
