x,true_y,y,linear_y,polynomial_y,linear_residuals,polynomial_residuals
0.0,30.0,31.230029185865824,21.742542597694115,30.87301110346172,9.48748658817171,0.35701808240410315
1.0101010101010102,28.654603323305498,28.43644742276262,21.56183313597149,30.457649443668288,6.874614286791129,-2.021202020905669
2.0202020202020203,27.37364323780608,31.066529451373015,21.38112367424887,26.89545730433805,9.685405777124146,4.171072147034966
3.0303030303030303,26.15572223613546,21.23462030288777,21.200414212526244,24.6124275070727,0.034206090361525554,-3.377807204184929
4.040404040404041,24.999442810927352,24.53039804299442,21.01970475080362,24.02108109344255,3.510693292190801,0.5093169495518701
5.050505050505051,23.903407454815472,23.4881141807551,20.838995289080994,24.22769145732972,2.6491188916741066,-0.739577276574618
6.0606060606060606,22.866218660433535,26.551309855050768,20.658285827358373,24.317442429300534,5.893024027692395,2.2338674257502333
7.070707070707071,21.88647892041525,23.302901166712306,20.47757636563575,23.804774054062186,2.825324801076558,-0.5018728873498794
8.080808080808081,20.96279072739434,21.539640259159025,20.296866903913124,22.649282234327252,1.2427733552459017,-1.109641975168227
9.090909090909092,20.09375657400451,21.83828966821952,20.1161574421905,21.09344919397683,1.7221322260290215,0.7448404742426895
10.101010101010102,19.277978952879472,17.451109621387616,19.935447980467877,19.471645774233963,-2.4843383590802617,-2.020536152846347
11.111111111111112,18.514060356652948,21.507464728323985,19.754738518745253,18.06447590016213,1.7527262095787322,3.4429888281618553
12.121212121212121,17.800603277958647,15.550300583141594,19.574029057022628,17.02285625648077,-4.023728473881034,-1.472555673339178
13.131313131313131,17.13621020943029,15.998724615755908,19.393319595300007,16.35670883951659,-3.394594979544099,-0.3579842237606812
14.141414141414142,16.519483643701577,15.49136859022452,19.212610133577382,15.968684770758232,-3.7212415433528623,-0.4773161805337125
15.151515151515152,15.949026073406237,15.888972042922191,19.031900671854757,15.709397392916062,-3.142928628932566,0.1795746500061295
16.161616161616163,15.423439991177975,15.818624632586882,18.851191210132132,15.4333520503833,-3.03256657754525,0.38527258220358185
17.171717171717173,14.941327889650506,16.557606517591765,18.670481748409507,15.040973569679196,-2.1128752308177425,1.5166329479125693
18.181818181818183,14.50129226145755,12.424538159331947,18.489772286686886,14.499442071485266,-6.065234127354939,-2.074903912153319
19.191919191919194,14.10193559923281,14.499178671201527,18.30906282496426,13.841757291761073,-3.8098841537627344,0.6574213794404535
20.202020202020204,13.741860395610011,13.06879330918812,18.128353363241636,13.148518099879087,-5.059560054053517,-0.0797247906909675
21.212121212121215,13.419669143222858,12.21969970216265,17.947643901519015,12.519850754350848,-5.727944199356365,-0.30015105218819826
22.222222222222225,13.133964334705073,11.754230125343803,17.76693443979639,12.045729177028086,-6.012704314452588,-0.29149905168428347
23.232323232323235,12.883348462690364,12.680942689644615,17.586224978073766,11.78192543267184,-4.9052822884291505,0.8990172569727743
24.242424242424242,12.666424019812446,12.359538478079877,17.405515516351144,11.736547437702782,-5.045977038271268,0.6229910403770944
25.252525252525253,12.481793498705038,10.574981658021013,17.22480605462852,11.869200380375439,-6.649824396607507,-1.294218722354426
26.262626262626263,12.328059392001848,14.008937108657186,17.044096592905895,12.101876871478858,-3.035159484248709,1.907060237178328
27.272727272727273,12.20382419233659,9.436284133115361,16.86338713118327,12.338271856393444,-7.427102998067909,-2.901987723278083
28.282828282828284,12.107690392342974,13.475994090990447,16.682677669460645,12.486707549861482,-3.206683578470198,0.9892865411289655
29.292929292929294,12.038260484654725,12.998880197974087,16.501968207738024,12.481424377576648,-3.503088009763937,0.5174558203974389
30.303030303030305,11.994136961905554,12.2475708222535,16.3212587460154,12.297630260422178,-4.073687923761899,-0.05005943816867742
31.313131313131315,11.973922316729173,11.872458634417951,16.140549284292774,11.957208065567414,-4.268090649874823,-0.0847494311494632
32.323232323232325,11.976219041759286,10.517270561515515,15.959839822570151,11.524029489840323,-5.442569261054636,-1.0067589283248086
33.333333333333336,11.999629629629624,12.133288753239324,15.779130360847528,11.0900069411755,-3.6458416076082045,1.0432818120638245
34.343434343434346,12.042756572973893,11.472682580350707,15.598420899124903,10.754919171102895,-4.1257383187741965,0.7177634092478122
35.35353535353536,12.104202364425806,12.278436391446586,15.417711437402279,10.6043175813479,-3.139275045955692,1.6741188100986868
36.36363636363637,12.182569496619081,7.87746222121799,15.237001975679656,10.69022216127042,-7.359539754461665,-2.8127599400524295
37.37373737373738,12.27646046218743,10.926011741995055,15.056292513957032,11.01877084092014,-4.130280771961978,-0.09275909892508594
38.38383838383839,12.38447775376455,11.446255074955623,14.875583052234408,11.547589298180142,-3.429327977278785,-0.10133422322451935
39.3939393939394,12.505223863984185,10.953809784778759,14.694873590511783,12.19365673668359,-3.741063805733024,-1.2398469519048305
40.40404040404041,12.63730128548005,14.507617379473281,14.51416412878916,12.850235091071276,-0.0065467493158788415,1.6573822884020046
41.41414141414142,12.779312510885823,13.804703661024861,14.333454667066537,13.409441456068048,-0.5287510060416754,0.3952622049568131
42.42424242424243,12.929860032835236,14.184626487047002,14.152745205343912,13.785692650602861,0.03188128170308957,0.39893383644414016
43.43434343434344,13.08754634396201,15.342896631416115,13.972035743621287,13.934852925256806,1.3708608877948283,1.4080437061593098
44.44444444444445,13.250973936899861,11.24020326606812,13.791326281898664,13.864616121531785,-2.5511230158305445,-2.6244128554636657
45.45454545454546,13.418745304282488,14.038762786312217,13.610616820176041,13.63338145618804,0.42814596613617617,0.4053813301241771
