x1,x2,y
-0.27170159040653313,-0.46036171890411953,0.0
-0.48523439721671513,-0.2304018200500984,0.0
0.04340887426418939,-0.3002759621707779,0.0
0.6566325466886102,-0.09921889842632732,0.0
-0.16978421308005404,0.41277131172100845,0.0
-0.7848104112873991,0.12837492887959068,0.0
-0.19157631218325927,-0.3967832737028866,0.0
-0.12964410589565037,-0.25586710824747033,0.0
-0.2561722476010173,-0.4771514974763411,0.0
-0.308816032574959,-0.10402920455372135,0.0
-0.29947491410985233,0.09579657871049448,0.0
0.40536595436246114,0.524800494700561,0.0
0.42911030632574526,0.42249232093595107,0.0
0.017136662897231165,-0.09840581097223382,0.0
0.4088918324485153,0.09440391745847548,0.0
0.20985189556623182,0.35734505399991484,0.0
0.0784063310954497,-0.06293005091282264,0.0
0.15697177523399664,0.1452371392073449,0.0
0.1381152216566127,0.2368036796839474,0.0
0.6284238775272878,-0.35589903111923393,0.0
0.40672098712141946,0.5977817071186198,1.0
0.14572478411840767,0.4885301565254717,1.0
0.8067805667233059,0.32725807295145615,1.0
0.5056883003886568,-0.15116377297930927,1.0
0.758296821183081,0.42632307555894766,1.0
0.39834065348952763,0.6301062386848982,1.0
0.3970427745507332,0.48592393716873417,1.0
0.4122344287756259,0.045059818649525574,1.0
0.6980514889591457,0.8289167437176734,1.0
0.8958414508824342,0.6788953858993948,1.0
-0.061585958040835,0.9299233392206535,1.0
0.7652735226005956,0.2223421181752115,1.0
0.5988159358251415,1.0154915654333008,1.0
0.6149916224351624,0.45623535949411087,1.0
0.45283167370886074,0.30655578928766003,1.0
0.350659331103208,0.13270623206882876,1.0
0.8444950969229785,0.3913690785553671,1.0
1.0258587900426095,1.1074043011864991,1.0
0.45117459268178783,0.9322673336980264,1.0
0.2081716744445105,0.28055974579340415,1.0
