x,y
0.0,0.04706000000000001
0.02,0.04533502400000001
0.04,0.043644896000000016
0.06,0.041989616
0.08,0.040369184000000016
0.1,0.038783600000000015
0.12,0.037232864
0.14,0.035716976000000004
0.16,0.03423593600000001
0.18,0.032789744
0.2,0.03137840000000001
0.22,0.030001904000000006
0.24,0.028660256000000005
0.26,0.027353456
0.28,0.026081504000000002
0.3,0.0248444
0.32,0.023642144
0.34,0.022474736
0.36,0.021342176000000004
0.38,0.020244464
0.4,0.0191816
0.42,0.018153584000000007
0.44,0.017160416000000005
0.46,0.016202096000000006
0.48,0.015278624000000001
0.5,0.014390000000000002
0.52,0.013536224000000003
0.54,0.012717295999999998
0.56,0.011933215999999998
0.58,0.011183984000000004
0.6,0.0104696
0.62,0.009790064000000001
0.64,0.009145376
0.66,0.008535536
0.68,0.007960544
0.7000000000000001,0.007420399999999999
0.72,0.006915104000000001
0.74,0.006444656
0.76,0.0060090560000000005
0.78,0.005608304
0.8,0.0052423999999999995
0.8200000000000001,0.004911344
0.84,0.004615136000000001
0.86,0.004353776
0.88,0.004127264
0.9,0.0039356
0.92,0.003778784
0.9400000000000001,0.003656816
0.96,0.0035696960000000002
0.98,0.003517424
1.0,0.0035
1.02,0.003517424
1.04,0.0035696960000000002
1.06,0.0036568160000000002
1.08,0.0037787840000000007
1.1,0.003935600000000001
1.12,0.004127264000000001
1.1400000000000001,0.004353776000000002
1.16,0.004615135999999999
1.18,0.004911344
1.2,0.0052423999999999995
1.22,0.005608304
1.24,0.0060090560000000005
1.26,0.006444656
1.28,0.006915104000000001
1.3,0.007420400000000002
1.32,0.007960544000000003
1.34,0.008535536000000003
1.36,0.009145376000000004
1.3800000000000001,0.009790064000000005
1.4000000000000001,0.010469600000000006
1.42,0.011183983999999998
1.44,0.011933215999999998
1.46,0.012717295999999998
1.48,0.013536224000000003
1.5,0.014390000000000002
1.52,0.015278624000000001
1.54,0.016202096000000006
1.56,0.017160416000000005
1.58,0.018153584000000007
1.6,0.019181600000000007
1.62,0.020244464000000007
1.6400000000000001,0.02134217600000001
1.6600000000000001,0.02247473600000001
1.68,0.023642144
1.7,0.0248444
1.72,0.026081504000000002
1.74,0.027353456
1.76,0.028660256000000005
1.78,0.030001904000000006
1.8,0.03137840000000001
1.82,0.032789744
1.84,0.034235936000000015
1.86,0.03571697600000002
1.8800000000000001,0.03723286400000002
1.9000000000000001,0.038783600000000015
1.92,0.040369183999999995
1.94,0.041989616
1.96,0.043644896000000016
1.98,0.04533502400000001
