x,y
2.3876315412488758,898.1246178019526
3.7725946698385138,945.5667090362883
3.481782486856223,982.5032974304112
2.5775315003898993,989.0880298073475
3.0185183071441357,1068.3731337530426
3.0800405543095803,1024.9420306820903
2.009293972012207,1070.5650715365696
1.0,1062.7695425399536
3.223100872995156,1184.2030110312312
3.742834932012551,1137.2773178285324
4.180746377923842,1105.2671326759587
2.3309810032547973,1079.2734978267792
2.9118703468036986,1156.4467987464448
2.3636904552568128,1182.4434458239643
4.576646754649106,1110.4432410177444
3.152723730896435,1145.7456461236666
3.752802258359295,1175.0403000784936
3.9851983262498214,1176.2976881635173
5.028981666274271,1171.2661434053432
4.5551499263565685,1286.230190242521
2.138784075386024,1189.3556252983146
3.4432711236093763,1231.5388397052186
4.94565442708815,1249.4171568805848
4.256528759945582,1274.2182331767433
3.994511404823806,1254.6625195340018
4.347104264605018,1292.872796626383
4.518746739164108,1340.346262943155
6.05076858164982,1228.0291730955635
4.006148527939913,1253.0625121344278
6.316154648286463,1339.679834664059
4.300473602161171,1358.3296675316215
4.236496087213151,1322.1391753879232
5.412379806042173,1284.9278038568407
6.443364775473509,1364.0872743234604
4.858508456732981,1383.0711523453103
5.381608642117706,1296.7897606697002
6.398571278178758,1366.9171313983468
6.439337951811582,1320.682363963062
5.768154610255811,1322.1524713487668
5.0489095826275285,1357.477260351989
6.186211244984132,1316.8262652853425
6.450008167817741,1415.5172706797464
7.188523468103265,1364.2487733070725
6.993257911430028,1315.3594085974294
5.529340126672832,1488.9161470871632
7.335353654870331,1309.0147051603997
7.830319856627844,1425.5228359896923
7.823328479667083,1321.3554125548137
7.564747971569225,1493.4432947193598
8.902776765732076,1367.2202198730351
6.069738839614952,1287.4089193639302
8.170846452604799,1353.950064242333
6.8485040512867,1437.0887428692906
7.997760149213094,1365.3611600396682
7.510006937067003,1418.106267060907
8.072840041523941,1399.625767792755
7.363903270654372,1405.102411233554
10.001801664981993,1446.3339059093905
9.88197788369052,1516.3814477605322
9.689400633612102,1465.2521505676984
9.875700701521584,1377.3256881117109
10.02469062998621,1410.2189190188137
7.468820241638834,1451.3111162711516
8.450654607271357,1438.5349114941764
8.898006085052597,1423.0976403358866
9.775208451319898,1418.5243780280603
8.60458428832584,1411.9997426271339
8.64154740422289,1477.3908907206335
9.738590280511598,1480.62665097184
9.321211670896616,1409.1546995819108
9.73495542276262,1443.5417185047309
9.200242973886237,1416.1689091723351
10.211484594992106,1457.2676642478393
11.930570971942554,1386.168928701757
10.363245910152143,1450.4002733592515
9.734012099246797,1512.6680027330503
8.677042891698354,1441.7438233734633
10.601255964950303,1487.1156316577524
10.836698701059902,1350.649313407507
11.146951921250572,1466.1386341577368
9.975974639500063,1416.5315587235254
10.40363367619255,1536.1925867444486
12.065787671689893,1474.2314656811257
11.137744773995815,1531.1871414351742
10.830366697229913,1427.311145064293
11.508021610471857,1430.4336604963908
10.922123117398064,1416.8632483008391
10.418116528646172,1491.1196140400866
11.56789561294596,1486.4616688746653
10.910200988048683,1544.3086684306882
12.776984291104618,1496.256652040789
13.0,1575.1468205772019
13.0,1416.4807297180337
13.0,1387.1195452945187
12.874456296959718,1451.576182580927
11.891004750105445,1443.5340424356918
12.29833590573307,1573.375417585815
11.73852564310777,1477.4240271744482
13.0,1401.696035541357
13.0,1408.3485773451428
