case_x,case_y,control_x,control_y
3.3941294354749094,1.1277794577274547,7.207068310623615,7.561699931103354
4.399581874818336,1.737573551315065,5.501078031933374,5.697364001760093
8.442929555313423,6.321594330133614,7.8745227109967235,8.159675862937133
8.040506915053342,5.51851694896228,10.408634115379751,10.779849979631056
6.047282123811707,3.867423731931921,5.26528273349679,5.022006002238574
6.676552136395845,4.249407226679285,5.378399300515365,5.110024121169434
9.819470601488757,7.751473472213049,11.114875626764281,10.840645499963907
4.396809936488252,2.198083987428473,8.337219750025094,8.405061377641168
7.865351269852494,5.431587817921148,4.643086920339696,4.694586379456354
5.696309809510067,3.3596120659805253,7.612790947604661,8.398226428888838
5.689279365936117,3.0928650251623715,4.225992678502805,4.723925023701247
9.271402137593997,7.106378177851399,4.597507964199386,4.829923867325349
8.369426212816965,6.324038656337372,6.7379328566863075,6.916687167396742
8.896064272381619,6.422041640410235,0.7528076885236641,0.39043751628776646
10.182899223858904,7.831790687576653,0.7867743095046767,0.7621926535328322
6.113314217586966,3.711933279733126,4.3734468807438045,4.464931256375736
8.556089308989396,5.745675476360016,2.95456428505568,2.806941596089214
5.292334657078204,3.064710779179342,6.709006390261916,6.89537827643782
7.408358494278091,4.752632596379481,3.5044923363393714,3.1788550638705466
5.823074533178968,3.259293412222588,1.9134755025314807,1.7794637238713902
6.903137479954553,4.42486895120243,10.555152696173272,10.859878020099362
8.336539244799383,5.476799037834754,5.140793607581445,4.9492180600220435
3.695545120603768,1.477862702088752,6.483143476250991,6.339836652138674
12.671476017247251,9.963042093337748,1.445385228801173,1.4032122671216989
3.3110230454179232,0.9345996868093975,4.484223245184506,4.272465453266565
2.831160473143273,0.5184105817697073,6.770858894291593,6.5505578885230715
9.481347928384182,7.599841108076835,2.3489120027069537,2.559875271552184
8.712198373888496,6.165371092556532,7.013834509116462,6.911545099451155
8.284044348526383,5.620414950812169,4.218014203261113,4.0550231883915915
7.733288630508217,5.865899852813722,5.024223619796929,5.260838300407105
5.926607978926101,3.6355411897037815,3.884747477098583,4.048806836968382
3.1003904499904853,1.4405408979962975,11.570547148488018,11.600126271443207
6.373532307692267,4.040629634310642,5.7470475830409775,5.968622693766961
4.312023316622858,2.0107181054161565,2.921585699259335,2.6965471436111352
9.42583061067246,6.855726421813685,8.283749889462806,8.896423554174632
5.77364681157754,3.3493481212303013,2.647455931090441,2.4642528545505353
4.049231518736724,1.495591082679256,6.4699401265470184,6.221562267682745
4.959822183398041,2.9127535838869845,0.05657732511953839,0.158280491314559
7.098117874955842,4.837535800983985,2.1781452967786428,1.8830845603510311
4.497716801808752,2.2242047154927054,6.34441084432058,6.761070374566615
3.810151903088567,1.1662003908876772,8.260891726907056,8.056895592299691
6.924522684856918,4.757003005407261,6.775533394426397,6.491157555276532
6.521411293318193,4.428938877743112,5.3315585059230335,5.754052608631371
4.661346465984053,1.9908567497550307,5.1336156849385945,5.2698399520661585
4.525991183044061,2.8812139831704897,1.616410587747403,1.324374747486563
7.030084321838916,4.655528863167004,3.9968319491713364,3.7735671276476843
1.9290666247273975,-0.6596674499280801,4.370693544945021,4.523094624888446
1.7896327196048636,-0.3817822459210667,8.907275356039893,9.040700832142004
3.941893952775353,1.57043816156843,7.1352431818287645,7.383945716761604
5.347815840486668,3.2804555822076225,0.7702764685584358,0.7918758761039897
7.120186877339379,4.715404739299434,7.02235047825356,6.720075117317376
10.817097114948904,8.257204097927072,4.914042800650446,5.028325548162005
8.57583366033895,6.1394224572740965,3.8332290547664254,4.39366523848465
5.820993713213288,3.2693002414494767,7.881479605954805,8.041521918632833
6.036899852617445,3.6754308438768932,9.15161306214759,8.789124574297052
3.0338373396341045,0.874787299311067,8.650970073743322,8.696993542775346
6.123054520031919,3.841981836837329,3.855502332561036,3.735729660169409
5.1269756187557105,3.020535720803509,5.167129456628714,4.9308289793226
7.057425819944832,4.689265252538609,6.755529594770162,7.082554179839938
3.4787315908252614,1.402504065507084,9.057946103093844,9.081562192052946
8.150984569306795,5.300084571344234,4.367540952418666,4.377091192148513
10.805269449402077,7.983136579278645,5.600439990757039,5.431117998796188
5.73377445303091,3.2994946139430885,2.9127141937833962,2.0327416099681006
7.4479311484436685,5.0703398727303925,2.2472436640876454,2.2065025994911296
8.247966365195172,5.630189190700548,8.630252693031458,8.387063836903963
4.952144664435846,2.6779536589468016,10.151276271099768,9.819163449319499
6.995110785439936,4.8799023524668215,5.948381667257896,6.110451896045325
6.389278744354845,4.039394464528865,9.389957290206862,8.724570418083946
6.38692806612439,4.467186679851666,7.035830451942328,6.996899177803505
3.7658070003046644,1.5512733452418623,3.9138935033131292,4.090788851641846
6.218520183346499,3.8698468469389176,6.906283930600138,7.372441474338466
7.233610640789233,4.958707411281293,10.45094764240482,10.32693726916202
10.250392610945415,8.088045348632292,5.877101540787325,6.125154633101137
9.351187331744525,6.721632584017393,10.762161362405347,10.695977579645936
12.988540915234925,10.09366625629797,-1.8038971524032288,-2.055537042478823
3.848150103424576,1.9401843731374286,8.631144162932877,8.558128207978326
8.932273302773188,6.369838998540321,6.263741583090096,6.300953143829208
6.8122760481237625,4.195852978437662,5.3936847640338605,4.982934573170638
13.385184961344065,10.665126048808986,6.222350962958916,6.289242746604511
3.999020126221461,1.14635433529316,0.5813270895152449,-0.03976946317503094
3.6552509551615184,1.2131351919587892,5.466117806040465,5.3636878055377135
4.210713975547849,2.084879646448094,6.899906203251983,7.203763849439449
-0.4929764369809353,-2.6982435461506773,10.219503634612325,10.750885497453618
4.663427662131161,1.7685963633968376,4.541683828227695,4.197626245413688
3.7713318662820456,1.4862287643272074,3.529826634255267,4.001125866251691
6.366730617509088,4.2015372421685555,4.637528968064808,4.10431130934189
7.095953350482973,4.917140107239527,8.840853878020932,8.715849334099106
11.61220291692478,9.598481391540616,6.971687546447679,7.103916770275969
9.388699841572665,6.485204351249302,4.241360645085202,4.46691776224589
4.645616984402681,2.2405057981945644,7.236832854402895,7.415262395375949
3.503161457691603,1.0904427385110478,6.201929657630718,6.249608197972666
7.971746342297522,5.3712890038725405,9.077214730463362,8.807334784666901
2.2547740404675976,-0.2564955862112046,3.9366594671939836,3.7759677669791003
11.522119457297409,9.227643876505672,4.767865804464298,5.186933979610901
10.042945177617794,7.130812373312282,4.858311725773763,4.895078637796536
4.900255052422818,2.4944763234568352,1.6865186315494116,1.4708732365515134
0.8531471818620766,-1.2854286002139577,6.711589343953501,7.068280806280377
10.223549386879517,8.057369865652701,6.813910837728773,6.8446257207149905
5.681256813565195,3.5452391162573687,6.026982113616583,6.1779127936951745
9.636888989727519,7.437988837311416,5.067644540308435,5.422164368259282
