X,y,simple,medium,complex,k1,k30,k100,approx
0.0,-0.08289173595515867,-0.1922315014740879,-0.04126164675114467,-0.08651113510131836,-0.08289173595515867,0.005609796945677032,0.3320616061550703,-0.007445848059021198
0.010101010101010102,-0.06473697509944902,-0.1816397215219837,-0.039819554964067326,-0.045979202800764604,-0.06473697509944902,0.0056097969456770334,0.3320616061550703,-0.004803936124574349
0.020202020202020204,-0.04642017295365122,-0.17104794156987949,-0.03819073484709148,-0.0726515890958112,-0.04642017295365122,0.005609796945677032,0.3320616061550703,-0.002376240071694906
0.030303030303030304,-0.0915461821158357,-0.1604561616177753,-0.03637518640021711,-0.10131981628689908,-0.0915461821158357,0.005609796945677032,0.3320616061550703,-0.00013238468136311885
0.04040404040404041,-0.13843911185769744,-0.1498643816656711,-0.03437290962344425,-0.10691828294710454,-0.13843911185769744,0.0056097969456770334,0.3320616061550703,0.0019571457978098386
0.05050505050505051,-0.09992757175606526,-0.13927260171356687,-0.032183904516772874,-0.08812790702987625,-0.09992757175606526,0.0056097969456770334,0.3320616061550703,0.00392100764958186
0.06060606060606061,-0.07478398235525609,-0.12868082176146267,-0.02980817108020299,-0.054327029120723215,-0.07478398235525609,0.005609796945677032,0.3320616061550703,0.0057869976900799145
0.07070707070707072,0.06394968515530139,-0.11808904180935846,-0.0272457093137346,-0.01692497495103744,0.06394968515530139,0.005609796945677035,0.3320616061550703,0.007582053267800045
0.08080808080808081,0.09530380148245607,-0.10749726185725426,-0.024496519217367705,0.015293011798981057,0.09530380148245607,0.0056097969456770334,0.3320616061550703,0.00933225226360736
0.09090909090909091,-0.12984732503071394,-0.09690548190515005,-0.0215606007911023,0.03778838037692092,-0.12984732503071394,0.005609796945677032,0.3320616061550703,0.011062813090736041
0.10101010101010102,0.01345352714111521,-0.08631370195304584,-0.018437954034938392,0.049964526131242776,0.01345352714111521,0.0056097969456770334,0.3320616061550703,0.012798094694789354
0.11111111111111112,0.09441515974056285,-0.07572192200094165,-0.015128578948875971,0.05390572280882605,0.09441515974056285,0.0056097969456770334,0.3320616061550703,0.014561596553739616
0.12121212121212122,0.08472168305089707,-0.06513014204883744,-0.011632475532915052,0.05288387083086099,0.08472168305089707,0.005609796945677029,0.3320616061550703,0.01637595867792823
0.13131313131313133,0.1575863803539352,-0.05453836209673324,-0.007949643787055614,0.05008975077255626,0.1575863803539352,0.0056097969456770334,0.3320616061550703,0.01826296161006568
0.14141414141414144,0.04006547228096385,-0.043946582144629015,-0.004080083711297679,0.047809798909762724,0.04006547228096385,0.005609796945677035,0.3320616061550703,0.020243526425231494
0.15151515151515152,0.019610047795621144,-0.03335480219252482,-2.379530564123461e-05,0.047089956976656605,0.019610047795621144,0.005609796945677031,0.3320616061550703,0.02233771473087429
0.16161616161616163,-0.057924457585745215,-0.02276302224042062,0.004219221429913732,0.04781086167904597,-0.057924457585745215,0.006751106931025236,0.3320616061550703,0.024564728666811763
0.17171717171717174,-0.08684915345952308,-0.012171242288316397,0.008648966495367186,0.049038218530029126,-0.08684915345952308,0.020622574815763812,0.3320616061550703,0.026942910905230672
0.18181818181818182,0.16007047234414853,-0.0015794623362122007,0.013265439890719148,0.04949735154681276,0.16007047234414853,0.020622574815763815,0.3320616061550703,0.02948974465068684
0.19191919191919193,0.23263477866580462,0.009012317615891996,0.018068641615969626,0.04803810515778037,0.23263477866580462,0.024536246606698793,0.3320616061550703,0.032221853640105186
0.20202020202020204,-0.02774344243736352,0.01960409756799622,0.02305857167111862,0.043992243712635576,-0.02774344243736352,0.03383587511218832,0.3320616061550703,0.035155002142779675
0.21212121212121213,-0.007274454645958328,0.030195877520100417,0.0282352300561661,0.03736880237826827,-0.007274454645958328,0.043922151379502415,0.3320616061550703,0.03830409496037334
0.22222222222222224,0.05050669796679346,0.040787657472204614,0.03359861677111209,0.028874642363249672,0.05050669796679346,0.05087041518817036,0.3320616061550703,0.041683177426918336
0.23232323232323235,0.030138309780802234,0.05137943742430884,0.0391487318159566,0.019781742491569096,0.030138309780802234,0.05542233521001196,0.3320616061550703,0.04530543540881583
0.24242424242424243,0.04949244492648102,0.061971217376413035,0.04488557519069962,0.011686208284888436,0.04949244492648102,0.05542233521001197,0.3320616061550703,0.049183195304836065
0.25252525252525254,-0.12391920081013394,0.07256299732851723,0.050809146895341134,0.006215610730025578,-0.12391920081013394,0.06274948569373635,0.3320616061550703,0.05332792404611845
0.26262626262626265,0.02965045543564205,0.08315477728062143,0.05691944692988116,0.004741902931596931,0.02965045543564205,0.07000109503522947,0.3320616061550703,0.05775022909617132
0.27272727272727276,0.05359202692415867,0.09374655723272568,0.06321647529431969,0.008148880645634266,0.05359202692415867,0.07326698819433841,0.3320616061550703,0.06245985845087218
0.2828282828282829,0.03551017115938775,0.10433833718482988,0.06970023198865674,0.016688741809951918,0.03551017115938775,0.06822926019869638,0.3320616061550703,0.0674657006384676
0.29292929292929293,-0.010103439771208686,0.11493011713693402,0.07637071701289226,0.029944781515290106,-0.010103439771208686,0.06822926019869638,0.3320616061550703,0.07277578471957313
0.30303030303030304,-0.04865243639471263,0.12552189708903827,0.08322793036702633,0.046899491223904244,-0.04865243639471263,0.07082598863831434,0.3320616061550703,0.07839728028717358
0.31313131313131315,0.23496385563862582,0.13611367704114247,0.0902718720510589,0.06609172204151273,0.23496385563862582,0.08246962013486032,0.3320616061550703,0.08433649746662265
0.32323232323232326,0.07002303285043132,0.14670545699324666,0.09750254206498997,0.08583488469461928,0.07002303285043132,0.0891776964586998,0.3320616061550703,0.09059888691564318
