thresholds,test,sex,randomized_images,randomized_weights
0.0,0.9999987550761769,1.0,0.9999987550761769,0.8902836185453812
0.01,0.9907297259912227,0.9937175408372421,0.9857776995334683,0.8861474038957283
0.02,0.9853645275579048,0.990315003741122,0.9736482735579531,0.8826265852131042
0.03,0.9808564296394217,0.9859298094755283,0.9632786380291722,0.8794773892564476
0.04,0.9767847787408641,0.9812392690226835,0.9542763106705466,0.8764076708008486
0.05,0.9729183238347842,0.9766124709900026,0.9459939011845121,0.8737267379461905
0.06,0.9690941333682971,0.9721216792681974,0.9381909155081603,0.870963768778135
0.07,0.9652853819237143,0.9679264933055256,0.9291384327888691,0.8682442833927237
0.08,0.9615670864219583,0.9639730339024792,0.9181937261333528,0.8654902151820969
0.09,0.9580447324031526,0.9598560267261675,0.9067279186942264,0.862526317805543
0.1,0.9548217269578496,0.9556931733929421,0.8948164152843405,0.8596860579636372
0.11,0.9515809115629511,0.9513710931817418,0.8830360440003133,0.8570731175094838
0.12,0.9483795487436887,0.9471020879340077,0.8714418896800123,0.8543581502141127
0.13,0.9450187310936154,0.9425288836611633,0.8602866472630281,0.8516108168130525
0.14,0.9416073398320223,0.9378392775974731,0.8496669108259048,0.8491240666699479
0.15,0.9378695408283573,0.9326086415250749,0.8389743003897342,0.8463208123344069
0.16,0.9335982250967408,0.9269956916802151,0.8286779668050408,0.8433384068850122
0.17,0.9285954270835208,0.921368875129742,0.8185037527673285,0.8402299057458438
0.18,0.9233992484912893,0.9154772839412457,0.808504953125593,0.8368527726116826
0.19,0.9174355214764471,0.910068962549355,0.7987606106574573,0.8331527427483274
0.2,0.9109724405160206,0.9049096652713154,0.788761457182428,0.8292868147087659
0.21,0.90402740723348,0.8998450936608166,0.7789314771887415,0.8252111248910692
0.22,0.8969076443032823,0.8943890702184201,0.7688705519954672,0.8209801371010861
0.23,0.8895057816178182,0.8889738598442715,0.7583102672219779,0.8165225573634788
0.24,0.8814998034333639,0.8834621936836587,0.7468778665967764,0.8117989123312803
0.25,0.8735839003265018,0.8777900794592719,0.7348779228712236,0.8069938102438887
0.26,0.8657063931872399,0.8720639150491072,0.7220438953322096,0.8019478006911008
0.27,0.8581504889304242,0.8663533328103523,0.7087615240576962,0.7968645012977889
0.28,0.8508426572882464,0.8606948399668712,0.6954537830963657,0.7916240885693586
0.29,0.843557179603624,0.8548736930514083,0.6818997154214235,0.7861434956348837
0.3,0.836333596545518,0.8494017258182698,0.6678617922615617,0.7807318010115885
0.31,0.8289836193349223,0.8438252705001885,0.653839145080478,0.7753725297744163
0.32,0.8218608287152223,0.8385610899657463,0.639693968902583,0.7701068618997142
0.33,0.8147424867982445,0.8331561950701059,0.6257371986636591,0.7651202372413998
0.34,0.8079214868160701,0.8277214313603809,0.6118252655365527,0.760478578825358
0.35000000000000003,0.8017394435389498,0.8222002179571402,0.5982559598254045,0.756002918863635
0.36,0.7955622383716406,0.8165236301956086,0.5846606028539861,0.7516534134233828
0.37,0.7896952115971355,0.8107343851273376,0.5711561566308867,0.7476188406026211
0.38,0.7841926979276057,0.8048604180931402,0.5577774520453874,0.7433712900809802
0.39,0.7791444723361701,0.7989387538521194,0.5447376477070961,0.7390681442478418
0.4,0.7739595566418651,0.79251719029459,0.5320463608862183,0.7347009490453525
0.41000000000000003,0.7686532679221396,0.7861412670781242,0.5193754286015719,0.7300184628369468
0.42,0.7635503507250607,0.7792793179535171,0.5069887441724692,0.7254234887055369
0.43,0.7584283405407767,0.7727624164591796,0.4945616564015201,0.720954003407155
0.44,0.7534852287657255,0.7663123823158681,0.48242768886705334,0.7161642142423643
0.45,0.7488541065426272,0.7598252583211671,0.47044443689946697,0.7108772168087009
0.46,0.7444474158639992,0.7527907008912722,0.45809683651403305,0.705686528557135
0.47000000000000003,0.7404593062722999,0.7459416671168748,0.44619464495019134,0.6999264790512274
0.48,0.736648814810736,0.738949525613064,0.4343435552565616,0.6942688120814849
0.49,0.7330861388845493,0.7316996367755039,0.4224071434150914,0.6889768200281206
0.5,0.7296573222684504,0.724236923942624,0.4113776078041785,0.6841628260766723
0.51,0.726409365877454,0.7163000922258441,0.4008216484289848,0.6794681897057665
0.52,0.7234014409984283,0.7082055990414092,0.3910199550790267,0.6751814215983775
0.53,0.7202900930777095,0.6995343465754078,0.38187289091843385,0.6709408953895544
0.54,0.7173512385622772,0.6907992129926577,0.3728000736127913,0.6668290478239571
0.55,0.7145335133400467,0.6816702999988934,0.3636919450684431,0.6628581229873737
0.56,0.7119223848164873,0.6721641258954946,0.35431308638621983,0.6588038569924966
0.5700000000000001,0.7090471130823994,0.6624377900597274,0.3451359716041841,0.6550637950452081
0.58,0.7066671409220117,0.6521129557667968,0.33545562600223494,0.6515142083937268
0.59,0.7044009497841124,0.6416690451754732,0.32550146050562034,0.647532322416484
0.6,0.7018596038032399,0.6310079208228941,0.31514915734271176,0.643124134389443
0.61,0.6991601574345698,0.6202130410217287,0.3052162171652201,0.6381877787105815
0.62,0.6967664788363255,0.6089405058314769,0.29590486174813263,0.6323941816275718
0.63,0.6943376165433519,0.5974556453919322,0.28742930011742657,0.6265330224389062
0.64,0.6921829342093888,0.5863369931702257,0.27963343995850265,0.6204132445750843
0.65,0.6905691785645688,0.5747131342880111,0.27311465380483885,0.6132025809021775
0.66,0.6890886456006737,0.5626633957013657,0.2673428288967815,0.6054117388598
0.67,0.6881547625784206,0.5507607223561456,0.26225964531060786,0.5979658740667806
0.68,0.6870613591447379,0.5379079068175099,0.2572905806009866,0.590070182536842
0.6900000000000001,0.686549242606782,0.525998747048335,0.25261433183942944,0.5819880166417682
0.7000000000000001,0.6858979413143884,0.5139825461969715,0.2484158370646405,0.5740707696521273
0.71,0.6858456466305496,0.5019360710207516,0.24416817631554094,0.5666334687009006
0.72,0.685715429008421,0.48956490036191613,0.2399983993882106,0.5589869905830673
0.73,0.6852974672746805,0.4770634587631005,0.23594044660435906,0.5515743656659643
0.74,0.6846094546777816,0.46456051980138763,0.2325268495420136,0.5445513265565073
0.75,0.6834017209784081,0.45238925185244205,0.22876165245797148,0.5381792287467134
0.76,0.6831411483377684,0.44041746419549443,0.22494722044993593,0.5313798415835421
0.77,0.6831898068210727,0.4282304290639834,0.2215576640992471,0.5252799714209937
0.78,0.6825620480086918,0.4167656944963162,0.21829694767935354,0.5192679862832309
0.79,0.6820008773697877,0.40440226219129033,0.21498523884614015,0.5132079722087192
0.8,0.6809894617591953,0.39318282260524234,0.21095155397035847,0.5079394720297785
0.81,0.6793932643166033,0.3812344384746429,0.20723365220809856,0.502706067356834
0.8200000000000001,0.677040971588237,0.3681010872271558,0.20348853293496003,0.49788364179599964
0.8300000000000001,0.6727985060964446,0.35518289333968,0.1987916956537659,0.4928343890739995
0.84,0.6656214500241204,0.3423849613295778,0.19358553399418,0.4882199156564635
0.85,0.6555979749356793,0.32826790605029466,0.1885716656983982,0.4829778404846875
0.86,0.6408404990351868,0.3137465875845879,0.18302106582960598,0.4765199142783464
0.87,0.6209145319607374,0.29809911419679197,0.17816614795307636,0.46948527651424465
0.88,0.5961698066229563,0.2833845132376131,0.1732301435803801,0.4615217030458959
0.89,0.5669484715761836,0.26893695039554544,0.16778143709186388,0.45479238108172343
0.9,0.532983928193509,0.252978450583241,0.16237379710433603,0.4481058672675439
0.91,0.49182504772180263,0.23696295681522672,0.15555924419730544,0.44043765734362467
0.92,0.4476432050543876,0.2196977949300509,0.14803691196837895,0.4337467515289211
