X,periodic,noisy_periodic,noisy,noisy_periodic2,noisy2
0.0,10.0,8.706152061036995,1.4147060383639507,9.378197734631538,-0.9003510896328992
0.10101010101010101,9.974514079284152,13.711861326827824,1.3704170165017846,9.475669514979284,-0.4085883308026155
0.20202020202020202,9.898316129998499,12.180175241739676,0.8192543435727384,9.463470682350732,-0.16122083009579966
0.30303030303030304,9.772182942100724,9.128462093791056,0.35542009274288866,10.068146945932247,1.68371911134666
0.40404040404040403,9.597400363761388,7.330612901819336,-0.3432217226940401,10.113277937393955,2.3278390435758785
0.5050505050505051,9.375750192954117,7.9397602594965475,-0.45893450129512414,11.922983633380296,3.9433059846120893
0.6060606060606061,9.10949201315085,12.574239740028064,1.1275762251950279,7.714632750595676,-0.5054873523819349
0.7070707070707071,8.801340158295753,6.910930050540155,0.33745332691740615,9.121191977255046,1.6935982883790106
0.8080808080808081,8.454436041885337,10.36712371465457,1.6603509194573276,10.342534545657067,2.118651950764864
0.9090909090909091,8.072316132242337,7.9060914109483935,-0.22436662576266386,6.786301275430991,1.5205508546082365
1.0101010101010102,7.658875900455195,4.685983809284502,0.5323496526391336,5.6932551605179835,1.5800154254748326
1.1111111111111112,7.218330108511143,9.491786520335383,1.0734223045925337,10.083823502972612,3.495335889417141
1.2121212121212122,6.755169842460251,6.091929166708297,2.9313889136345304,8.060526585270123,0.5065505375514223
1.3131313131313131,6.2741167286302435,7.188781169964521,1.8793724787884962,9.421294001755019,0.5165230986754455
1.4141414141414141,5.7800747996287924,4.325401861968322,0.415594331498054,5.015358892238521,0.8923737489836551
1.5151515151515151,5.2780805008290335,7.179321929429207,0.44467324982837897,6.38610985141354,0.6506162288546448
1.6161616161616161,4.773251346990573,4.930399709842304,0.794628742598916,5.382527598064202,3.5639293430679237
1.7171717171717171,4.270733752429323,6.352002093138879,2.6686470596496856,4.411269121763477,1.6062668754958533
1.8181818181818181,3.7756505665746056,9.446860895832566,0.5599902436985902,3.5895180171696905,2.0006158276168526
1.9191919191919191,3.2930488497553965,2.7649814164639452,1.6053707712547725,3.1516195706774597,1.055785319402291
2.0202020202020203,2.827848421608572,3.559999805037133,3.2222659911828577,3.372035598114478,2.8174714049058864
2.121212121212121,2.384791706625624,5.830836275141401,1.4559654449337436,-0.15581738149176871,2.700016998165767
2.2222222222222223,1.9683953881308232,1.7451917031736128,2.2207500657181733,0.17787998054093812,2.4547198412258893
2.323232323232323,1.582904363547983,1.4751213799261906,1.3325241506313112,2.0695937973504135,2.056977953435611
2.4242424242424243,1.232248470352777,0.03229201222408351,1.5069050630894887,-2.845024246796284,3.671119843140817
2.525252525252525,0.9200024238622151,0.5770148368913273,1.4917293883877272,4.984296937294775,3.2045495448345047
2.6262626262626263,0.6493493752701729,-0.7592366723137092,3.102495024200285,1.9741947383476997,1.4955539761563301
2.727272727272727,0.42304846143182084,-4.414446856850747,2.662566000879575,2.6987474992858385,2.0837671548416674
2.8282828282828283,0.24340667720636033,-1.0441570332216974,1.7196527695140544,1.6117091981441996,1.6521938631546966
2.929292929292929,0.11225535710180201,1.246069268145614,3.4382294747498614,1.483124463480713,2.2904691020616563
3.0303030303030303,0.03093150597653027,2.300789139752779,2.6605440200537585,-1.9541488793173258,1.359719155970803
3.131313131313131,0.00026416911938054177,1.2390748551248991,3.2551094176889057,0.03291489109783248,2.2356884240030697
3.2323232323232323,0.020565980656635507,-1.4061863201544273,4.14132082322128,-1.6940306620340904,4.829493880878161
3.3333333333333335,0.09162997644460491,0.750537573905258,2.849751195484941,-1.0524708030959238,3.283104298650277
3.4343434343434343,0.2127317039383264,1.3625050377390542,3.7412935260494975,1.8553289502299632,1.008099033175724
3.5353535353535355,0.38263660752761774,0.7780095114773369,3.2683784991834735,0.39336445459010666,3.5484216238388524
3.6363636363636362,0.5996126140516339,1.3519317064684042,2.4738094688990913,-0.0684823148910928,4.191749042383652
3.7373737373737375,0.8614477901905715,3.1935686484578962,3.8398869098339037,-0.31710566530943973,4.637476946597409
