X1,y1,X2,y2,X3,y3,X4,y4
0.017520903421629947,-0.0757578829463345,-0.2001503934200579,-0.047702433984020756,0.31307153732499726,0.3959740057471174,-0.21122089134819683,0.26141963897858916
-0.332824452118783,-0.0161496174871481,-0.03364551938067198,0.10913279528908267,0.26046945932958315,0.27594842242422635,0.49702657660927785,0.333154437976259
0.05866773268450837,0.05848987724114463,0.01395723094164955,-0.08728982445069865,0.1712733182447077,0.18817022506736164,-0.05161457283180104,0.027591324332906286
-0.06781021818214401,0.011957379578655725,-0.45654172648471825,-0.1395128808907156,0.13680226462477918,0.3209202613844295,0.2726023179811115,0.3999157905522178
-0.1939115193097945,-0.07500581857257416,-0.14563861207889575,-0.001584361244801101,0.463275932890037,0.27170824996474335,-0.2098887509344784,-0.030404574276296614
0.06192484883855873,-0.049391393107864445,0.4335675583546246,0.049202139946506115,0.24483118832290704,0.18366033086918243,0.044573649427733314,0.7274647447499772
0.02805663185589117,0.02228341621588814,-0.4041631656461211,0.2472406996764758,0.13654196749073133,0.38290765809942906,0.1732856987051135,-0.04477254236072331
-0.034963018080871634,-0.12917944861342084,-0.4192410050093602,0.04641519280256792,0.3325455076854022,0.14311912672981075,0.2645899921490011,0.46790345261535865
-0.06533044316097805,-0.06787214761437164,-0.4461742894548161,0.0021028572835054713,0.2270157411000443,0.3706457896391347,0.11105067784242414,-0.021786340116791092
-0.11880662631436936,-0.09683441423463339,0.0048142616365887715,-0.16210604183470184,0.39801006260274385,0.1421904890067902,0.35066698785057276,0.5004383133348878
-0.04862704925841937,0.08103179979506245,-0.041704621776736756,0.6202944249566243,0.04085894652029881,0.11210552532666823,0.28101481315854965,-0.025605814919385406
0.06810635000141425,-0.14688279079034433,-0.15378296677810355,0.012621148357503139,0.13319266724477613,0.21220813782697912,-0.045085524043132486,0.6118877152961819
0.11050568870639828,-0.033157779996643336,0.04567730930459229,0.6081194811380013,0.2571710349369165,0.16284112014757363,0.2985163439067073,-0.01742814000116716
0.08889693832270724,0.03443499240075041,-0.0360201704552394,0.26327943230387063,0.2755570834275443,0.290378683211332,0.3924811434779389,-0.0025903254413908172
0.016484238628239268,-0.055175435130429995,0.32753709915948187,-0.06389916269145966,0.4557157794855926,0.16408401914326742,0.28910021177045014,0.46918559135968585
0.06269195081896681,0.1603254011169054,0.1789763030068339,-0.0784253993494409,0.2671019065339709,0.18605146016807805,0.5298040995416139,-0.020563592107660733
-0.004064285108344891,-0.04603968421657778,-0.11699752129960232,0.049257193820628264,0.18968754652124575,0.19067847985372777,-0.03813256369889123,0.4404031909837711
0.036863153036195945,0.13264348925319228,0.26480179316382063,0.14460735703092195,0.14176461946268737,0.3283350458265007,0.07390283021926836,0.5220823972810152
-0.11114817549911626,-0.01089570822395513,0.28874875829029856,-0.3752012259043992,0.3315764205418982,0.2581648337092415,-0.16804147184072793,0.42576010223849614
-0.02961578123073101,0.02986854861699588,0.1276955743553106,0.3118510025118095,0.27920150695679297,0.2462550809580371,0.15724150825951105,0.07845517098000304
