regression,classification,ranking
3.4635862776755904,3.9920206295180405,4.379170346492139
3.421448224943766,3.944448526481725,4.496772998290918
3.3528082178717002,3.8898989240492785,4.150702004834739
3.4799767800448866,3.992334244699267,4.538293069430157
3.3539996302069865,3.8072623726413632,4.103405795528413
3.562946216129048,4.035382202953627,4.582709251740708
3.5387690216899435,3.9507819212140576,4.4132936876369255
3.4626810008722604,3.7859710547463563,4.27504656479962
3.4221173590430647,3.8879298231831583,4.411942425283588
3.4263662820657963,3.7495420531667265,4.202151612348489
3.2687783076555297,3.7781456923057766,4.315352916040114
3.4006897683760946,3.903279949230911,4.469705628101736
3.414206689901188,4.022043479499724,4.608255473085461
3.3730732726518156,3.690561763410139,4.143129864753677
3.4627135686041615,3.7906614903815505,4.181167890337794
3.3873368220545683,3.9039189918693995,4.361902687912525
3.399865401979202,3.846779931785175,4.335174111069252
3.4625508095918174,3.890223799613261,4.359218965768105
3.4764086697387464,3.7924084739229293,4.338359493059536
3.3346569441701432,3.8812983593606063,4.348420636199853
3.3452101022601406,3.7838590451275587,4.066619128177745
3.5465533737798207,4.027347679438417,4.427748116402619
3.441286500256129,3.72271291753001,4.358508142529942
3.424046068959881,3.9646179199217495,4.391437551358911
3.400755579962424,3.7883363334691267,4.149071101977257
3.3407225027781577,3.7985170141490934,4.123703828759515
3.478579580683589,3.9210197095116475,4.224608000429769
3.5673341492422623,3.916634082284681,4.335145359057018
3.248894275035633,3.7616007401755094,4.228770700416073
3.4758484706622004,3.890220353781039,4.268356444930266
3.5651495007359726,4.005641929035826,4.437756034286464
3.3791398059371174,3.8928422525541984,4.398549717441256
3.454687452469631,3.7923527260325507,4.309008809638981
3.6853799795956492,3.950330858337965,4.426703418496909
3.511889896435236,3.938702825939824,4.499907366600096
3.348131785782357,3.887295540903491,4.4196306046220375
3.3511495211662865,3.6943174484073196,4.052590074608433
3.3241740641448776,3.8658623219769743,4.228084275088218
3.4372351579749476,3.868461305063444,4.4145587474501715
3.4631081636498298,3.9354373327267123,4.294790191598832
3.4010756726495956,3.8281888171492673,4.3465750900384315
3.536019870133337,3.944448380551964,4.47634249141655
3.4129300736353105,3.887129414158936,4.343470375346247
3.3888536667458244,3.8439613969821425,4.184213200486396
3.4233530117133695,3.731302812128879,4.301248336943171
3.5149664865316392,3.9305026635895244,4.241457067287156
3.4738427901064552,3.8166650579120716,4.357609131880576
3.536249034094486,3.9001948909250532,4.433814210444691
3.3302547752056215,3.800297002452152,4.129999978261047
3.5896906645856625,3.9958215579680507,4.6124885730159395
3.446222719938132,3.8377228442152953,4.208469557443298
3.4338261279031648,3.85182416987524,4.487954006304804
3.4987605071756325,3.947669543376536,4.297322928721043
3.3450008616882667,3.7516426184849925,4.083215909873494
3.302515380351157,3.843825468639937,4.374689171697153
3.2956196513619442,3.699073496604739,4.223652761014615
3.432498494925425,3.84437858878738,4.390356132985584
3.4884810706311438,4.103551904430097,4.36690018174306
3.4959672783339855,3.809977338090922,4.364612668520695
3.414575484889651,3.66648843076481,4.045695317412851
3.2036313692766365,3.8946148899974196,4.268932451415521
3.4579316562958065,3.945916360574598,4.3975840809332185
3.6267494863984484,3.8457197203553153,4.432348885975094
3.450285948033354,3.818619176733211,4.165836279927567
3.4110423250453854,3.8270506228657366,4.2913113818860715
3.322648082549786,3.667159676665341,4.017152343413981
3.3772461294003544,3.803082718116856,4.240672364813237
3.3737385424612065,3.8027685024299362,4.375075083616503
3.3555354090963885,3.827542886759366,4.237655304819538
3.5385319459720135,3.9492591941718875,4.317101073541236
3.3369819103240954,3.757618794812169,4.333917741039464
3.3499586618731683,3.843989979905434,4.203612507726528
3.5049429410569846,3.8844045820154887,4.4346343645602335
3.441701033583402,3.892144416564989,4.243231311294035
3.230269646152154,3.7824526951780153,4.291798427171433
3.5784981786602,3.943992056083209,4.463928992693172
3.4765236244207474,3.8823178076204212,4.367640699177185
3.493218508702839,3.8352355857766507,4.515606033663944
3.359201930237566,3.7541438048832787,4.485614551752251
3.361370174662893,3.919460768697659,4.235397582272709
3.3984984839109966,3.7959900855259896,4.140008109312059
3.414139365574739,3.794480826879395,4.233955327466906
3.4159990579550543,3.651129144006394,3.960374177806287
3.371468648407175,3.8105821825864843,4.223975555473065
3.4598062311345754,4.030074355001953,4.441132941034608
3.3398999076808904,3.8454566152323415,4.278053379505746
3.5231003891145236,3.9988355792644334,4.309790465946484
3.451340839932491,3.9472808733720472,4.387237305066086
3.4242663636779507,4.088293428851822,4.365184516885079
3.413229293206596,3.8880368597540076,4.325914277032626
3.3146310991648713,3.774342141194509,4.193707094176872
3.345996322359757,3.783497104739077,4.157982876403376
3.404395787720178,3.7380134965207628,4.148801153904505
3.401751812094097,3.9667442424694106,4.378732795134767
3.3900183112271143,3.8758265206212736,4.17441035034868
3.304494933889999,3.596427348433354,4.253053663610793
3.2937665592462193,3.7039310906165794,3.9379928383698135
3.527411710883375,3.817478468109395,4.263066395151858
3.483726176033079,3.948559275830068,4.446246150445302
3.450242875729207,4.044129284806398,4.341245556750382
